3899276	TRUE
3904744	TRUE
122	TRUE
2695	TRUE
3722	TRUE
4413	TRUE
7414	TRUE
9728	TRUE
9730	TRUE
10741	TRUE
11043	TRUE
12348	TRUE
12350	TRUE
14369	TRUE
14676	TRUE
14681	TRUE
14684	TRUE
20932	TRUE
21962	TRUE
23341	TRUE
25096	TRUE
26688	TRUE
26690	TRUE
28418	TRUE
28420	TRUE
29309	TRUE
29641	TRUE
30532	TRUE
31755	TRUE
33870	TRUE
36295	TRUE
38742	TRUE
49279	TRUE
50482	TRUE
57396	TRUE
72096	TRUE
87607	TRUE
98098	TRUE
98099	TRUE
99116	TRUE
99119	TRUE
99121	TRUE
99448	TRUE
103400	TRUE
103403	TRUE
110405	TRUE
110406	TRUE
114984	TRUE
116397	TRUE
126892	TRUE
132164	TRUE
132870	TRUE
132871	TRUE
133549	TRUE
133885	TRUE
133886	TRUE
133887	TRUE
134622	TRUE
134624	TRUE
134626	TRUE
134934	TRUE
135309	TRUE
135310	TRUE
140928	TRUE
140930	TRUE
140931	TRUE
140932	TRUE
141246	TRUE
141247	TRUE
156001	TRUE
156002	TRUE
156003	TRUE
314156	TRUE
314465	TRUE
539992	TRUE
541218	TRUE
543043	TRUE
577265	TRUE
4111446	TRUE
4141789	TRUE
4151539	TRUE
4155846	TRUE
4800738	TRUE
4831424	TRUE
4784119	TRUE
5301893	TRUE
4944808	TRUE
5239858	TRUE
5295556	TRUE
5311629	TRUE
5341720	TRUE
5459666	TRUE
5640838	TRUE
5667563	TRUE
5670181	TRUE
5672268	TRUE
5699961	TRUE
5706067	TRUE
5730802	TRUE
5748557	TRUE
5903759	TRUE
5913603	TRUE
5949012	TRUE
5957257	TRUE
6004608	TRUE
6135152	TRUE
6152084	TRUE
6160059	TRUE
6258486	TRUE
6261791	TRUE
6045305	TRUE
6091867	TRUE
6195470	TRUE
6251981	TRUE
6293579	TRUE
6405474	TRUE
6419261	TRUE
6420815	TRUE
6470342	TRUE
6559962	TRUE
6571889	TRUE
6601763	TRUE
6722347	TRUE
6722564	TRUE
6910774	TRUE
6964023	TRUE
7066084	TRUE
7176910	TRUE
7186277	TRUE
7191174	TRUE
7210241	TRUE
7240189	TRUE
7255307	TRUE
7263763	TRUE
7264443	TRUE
506023	TRUE
530751	TRUE
539347	TRUE
578138	TRUE
756717	TRUE
791949	TRUE
25923	TRUE
35727	TRUE
854486	TRUE
925202	TRUE
962652	TRUE
989551	TRUE
852386	TRUE
891052	TRUE
955290	TRUE
961865	TRUE
6409368	TRUE
6411915	TRUE
6918954	TRUE
7155217	TRUE
160942	TRUE
465548	TRUE
668165	TRUE
812859	TRUE
813651	TRUE
824196	TRUE
146951	TRUE
160408	TRUE
34449	TRUE
62015	TRUE
1206936	TRUE
1254346	TRUE
1496656	TRUE
1537872	TRUE
6298024	TRUE
6394454	TRUE
6645078	TRUE
6729379	TRUE
6799785	TRUE
6816982	TRUE
7208422	TRUE
7230196	TRUE
1141801	TRUE
1325980	TRUE
1689402	TRUE
1958890	TRUE
6527981	TRUE
6527982	TRUE
6615029	TRUE
6688110	TRUE
6827710	TRUE
6838045	TRUE
7077287	TRUE
7079867	TRUE
7508339	TRUE
7511066	TRUE
7526613	TRUE
7527043	TRUE
7538770	TRUE
7562084	TRUE
7570346	TRUE
7573580	TRUE
7469410	TRUE
7601297	TRUE
7609283	TRUE
7623459	TRUE
7641967	TRUE
7645154	TRUE
7648647	TRUE
7656425	TRUE
7662370	TRUE
7697338	TRUE
7722191	TRUE
7724851	TRUE
7750605	TRUE
7773774	TRUE
7791156	TRUE
7792347	TRUE
7793348	TRUE
7793529	TRUE
7829078	TRUE
7829200	TRUE
7858335	TRUE
7865595	TRUE
7872610	TRUE
7872867	TRUE
7926677	TRUE
7936375	TRUE
7942526	TRUE
7949691	TRUE
7272397	TRUE
7396440	TRUE
7398772	TRUE
8023892	TRUE
2252324	TRUE
2264319	TRUE
8069019	TRUE
8069574	TRUE
8122540	TRUE
8141815	TRUE
8175352	TRUE
8258264	TRUE
8261618	TRUE
8271313	TRUE
8284529	TRUE
8666058	TRUE
8669385	TRUE
8673592	TRUE
8682832	TRUE
8810980	TRUE
8826205	TRUE
8849193	TRUE
8885223	TRUE
8941196	TRUE
8949861	TRUE
8965279	TRUE
2413074	TRUE
2413075	TRUE
8265279	TRUE
8315107	TRUE
8315400	TRUE
8348622	TRUE
8349932	TRUE
8360379	TRUE
8443386	TRUE
8454057	TRUE
8471540	TRUE
8489610	TRUE
8515679	TRUE
8523472	TRUE
8537000	TRUE
8555613	TRUE
8906079	TRUE
8999637	TRUE
8554070	TRUE
8562085	TRUE
8577178	TRUE
8600181	TRUE
8606241	TRUE
8617741	TRUE
8621440	TRUE
8633438	TRUE
8646745	TRUE
8657887	TRUE
2402195	TRUE
2402196	TRUE
2207493	TRUE
2207494	TRUE
2467379	TRUE
2467381	TRUE
8170018	TRUE
8196945	TRUE
8208827	TRUE
8253717	TRUE
8353014	TRUE
8433657	TRUE
8468842	TRUE
8474855	TRUE
8479893	TRUE
8486379	TRUE
8495427	TRUE
8503429	TRUE
8548890	TRUE
8555391	TRUE
8585294	TRUE
8594621	TRUE
8642318	TRUE
8714621	TRUE
8715877	TRUE
8730868	TRUE
8744217	TRUE
8794330	TRUE
8881340	TRUE
8994474	TRUE
9115975	TRUE
9117720	TRUE
9120028	TRUE
9121540	TRUE
9129909	TRUE
9130430	TRUE
9130591	TRUE
9136765	TRUE
9138181	TRUE
9167565	TRUE
9175804	TRUE
9064683	TRUE
9190475	TRUE
9191819	TRUE
9205240	TRUE
9218097	TRUE
9219692	TRUE
9237144	TRUE
9240316	TRUE
9261588	TRUE
9266392	TRUE
9271816	TRUE
9298405	TRUE
9302476	TRUE
9304195	TRUE
9307051	TRUE
9552849	TRUE
2123321	TRUE
2340202	TRUE
9064819	TRUE
9065999	TRUE
9333094	TRUE
9338581	TRUE
9382418	TRUE
9384994	TRUE
9414027	TRUE
9419332	TRUE
9469909	TRUE
9499399	TRUE
9502535	TRUE
9502738	TRUE
9503418	TRUE
9505727	TRUE
9510127	TRUE
9537486	TRUE
2868085	TRUE
2888220	TRUE
2485858	TRUE
2890947	TRUE
2402707	TRUE
2665946	TRUE
2453298	TRUE
2607101	TRUE
2993904	TRUE
3273377	TRUE
3324679	TRUE
3488967	TRUE
3552417	TRUE
3570521	TRUE
3134377	TRUE
3137204	TRUE
3350435	TRUE
3451252	TRUE
3132524	TRUE
3506286	TRUE
3158451	TRUE
3283528	TRUE
3493368	TRUE
3521574	TRUE
3620204	TRUE
3629274	TRUE
2988756	TRUE
3055991	TRUE
3081466	TRUE
3138701	TRUE
3046679	TRUE
3543443	TRUE
3603380	TRUE
3616173	TRUE
2976756	TRUE
3494367	TRUE
3556086	TRUE
3668568	TRUE
3056333	TRUE
3132313	TRUE
3151069	TRUE
3301352	TRUE
3309848	TRUE
3324330	TRUE
